entry_time,exit_time,entry_price,exit_price,direction,size,pnl,pnl_pct,duration
2025-04-25,2025-08-30,94767.86025,108753.66627734376,long,0.10024495620074951,1402.0065126432537,14.757963290981616,127 days
2025-09-15,2025-09-26,115502.5974375,109657.9717109375,long,0.09361282361355452,-547.1319172279372,-5.060168218056822,11 days
2025-10-01,2025-10-17,118708.25415234374,106414.55516796875,long,0.08653757914308034,-1063.8669488215571,-10.356229288485638,16 days
2026-04-17,2026-04-29,77165.4384375,76615.64957421875,long,0.11978865176758641,-65.85846668929354,-0.7124807095167867,12 days
